,WorfClass_cat_Private,Education NumCat_Medium,Education NumCat_High,AgeCat_Young,AgeCat_Middle_aged,Hours/WeekCat_Medium,Hours/WeekCat_High,Marital Status_cat_Single,Marital Status_cat_married,Occupa_cat_Highskill,Occupa_cat_Lowskill,Relationship_ Husband,Relationship_ Not-in-family,Sex_ Female,Sex_ Male
12139,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
12140,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
12141,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
12142,True,True,False,False,True,False,False,False,True,False,True,True,False,False,True
12143,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True
12144,True,True,False,False,True,False,True,True,False,False,True,False,True,True,False
12145,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True
12146,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True
12147,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True
12148,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False
12149,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False
12150,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
12151,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
12152,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
12154,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False
12155,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
12156,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
12157,True,False,True,False,True,True,False,False,True,True,False,False,False,True,False
12158,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12159,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True
12160,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
12162,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False
12163,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True
12164,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
12165,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True
12166,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True
12167,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False
12168,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False
12169,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True
12170,True,True,False,True,False,False,False,True,False,False,True,False,True,True,False
12171,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False
12173,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False
12174,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False
12176,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
12177,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False
12178,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
12179,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
12180,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False
12181,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True
12182,True,False,False,False,False,True,False,False,True,False,True,True,False,False,True
12183,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False
12184,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True
12185,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False
12186,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12187,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False
12188,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
12189,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
12190,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False
12191,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True
12192,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True
12193,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True
12194,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12195,True,False,True,True,False,True,False,True,False,False,True,False,False,False,True
12196,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True
12197,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True
12199,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True
12200,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False
12201,True,True,False,False,True,False,True,True,False,False,True,False,False,False,True
12202,True,False,True,True,False,False,True,False,True,True,False,True,False,False,True
12203,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False
12204,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True
12205,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True
12206,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12207,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
12208,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
12209,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True
12210,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12211,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
12212,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True
12215,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12216,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True
12217,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False
12219,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False
12220,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False
12221,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False
12222,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12223,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
12224,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True
12225,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False
12226,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True
12227,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False
12228,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
12229,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True
12230,True,True,False,False,True,False,False,False,True,False,True,True,False,False,True
12231,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True
12232,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True
12233,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False
12234,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False
12235,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True
12236,True,True,False,False,True,False,True,True,False,False,True,False,True,True,False
12237,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
12238,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True
12239,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True
12240,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
12241,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True
12242,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True
12243,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
12244,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False
12245,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True
12246,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12247,True,True,False,False,False,False,False,False,True,False,True,True,False,False,True
12248,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True
12249,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False
12250,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12251,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
12252,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True
12254,True,False,False,False,False,False,True,False,True,False,True,True,False,False,True
12255,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
12256,True,True,False,False,False,False,False,False,True,False,True,True,False,False,True
12257,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
12258,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12259,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True
12261,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True
12262,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True
12263,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12264,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
12265,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
12266,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False
12267,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
12268,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False
12269,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12270,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False
12271,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True
12272,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False
12273,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False
12274,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
12275,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
12276,True,True,False,True,False,False,False,True,False,False,True,False,True,True,False
12277,True,False,True,True,False,True,False,True,False,False,True,False,False,False,True
12278,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12279,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False
12281,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
12282,True,True,False,True,False,True,False,False,True,False,True,False,False,False,True
12283,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True
12284,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12285,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False
12286,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
12287,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True
12288,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
12289,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True
12290,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
12291,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False
12292,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True
12293,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True
12294,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True
12295,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False
12296,False,False,True,True,False,True,False,True,False,False,True,False,False,False,True
12297,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
12298,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
12300,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12301,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
12302,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12303,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True
12304,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12305,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
12306,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False
12307,True,True,False,False,True,False,False,True,False,False,True,False,True,True,False
12308,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
12309,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False
12310,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
12311,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True
12312,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False
12313,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False
12314,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False
12316,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12317,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
12318,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False
12319,True,False,True,True,False,False,False,False,True,True,False,False,False,False,True
12320,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12321,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
12322,True,True,False,False,False,False,True,True,False,True,False,False,True,True,False
12323,False,False,True,True,False,False,False,False,True,False,True,True,False,False,True
12324,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12325,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True
12327,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
12328,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
12330,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True
12331,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
12332,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True
12333,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False
12335,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False
12336,True,False,True,True,False,False,False,True,False,True,False,False,True,True,False
12337,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False
12338,False,False,True,False,True,False,True,True,False,True,False,False,False,False,True
12339,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
12340,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
12341,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True
12342,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False
12343,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False
12344,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
12345,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False
12346,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False
12347,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12348,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
12349,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False
12350,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False
12352,True,False,False,False,True,False,False,True,False,False,True,False,True,True,False
12353,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True
12354,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True
12355,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False
12356,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True
12357,True,True,False,True,False,True,False,False,True,True,False,True,False,False,True
12358,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False
12359,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False
12360,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False
12361,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
12363,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12364,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12365,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True
12366,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
12367,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True
12368,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
12369,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True
12370,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True
12371,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True
12372,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
12374,True,False,False,False,False,True,False,False,True,False,True,True,False,False,True
12375,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
12376,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True
12378,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True
12379,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False
12380,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
12381,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
12382,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
12383,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
12384,True,False,True,True,False,False,True,True,False,True,False,False,True,True,False
12385,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True
12386,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True
12387,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True
12388,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
12389,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False
12390,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
12391,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False
12392,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
12393,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True
12394,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
12395,True,True,False,False,False,False,False,True,False,True,False,False,True,False,True
12396,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True
12397,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12398,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False
12399,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12400,True,True,False,False,True,False,False,True,False,True,False,False,True,True,False
12401,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
12402,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
12403,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
12404,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
12406,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12407,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True
12408,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
12409,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False
12410,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False
12412,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12413,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True
12414,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
12415,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True
12416,True,True,False,False,False,True,False,True,False,False,True,False,True,False,True
12417,True,True,False,False,True,False,False,True,False,False,True,False,True,False,True
12418,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False
12419,True,False,True,True,False,True,False,True,False,False,True,False,False,False,True
12420,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True
12421,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False
12422,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False
12423,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
12424,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True
12425,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True
12426,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False
12427,True,False,True,True,False,False,True,True,False,True,False,False,True,True,False
12429,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
12430,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True
12431,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12432,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12433,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
12434,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
12435,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True
12436,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
12437,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
12439,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True
12440,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True
12441,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True
12442,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12443,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True
12444,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
12445,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
12446,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True
12447,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
12448,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True
12449,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12450,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12452,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
12453,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
12454,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False
12455,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False
12456,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True
12457,True,True,False,True,False,False,True,True,False,False,True,False,False,False,True
12458,True,True,False,False,False,True,False,True,False,False,True,False,True,False,True
12459,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
12460,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12461,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False
12462,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
12463,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12464,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
12465,True,True,False,False,True,False,True,True,False,True,False,False,False,False,True
12466,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
12467,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12468,True,False,True,False,True,False,False,False,True,True,False,True,False,False,True
12469,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True
12471,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
12472,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True
12473,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
12474,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
12475,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12476,True,False,False,False,False,True,False,False,True,False,True,True,False,False,True
12477,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True
12478,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12479,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True
12480,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
12481,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True
12482,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
12483,True,False,True,True,False,True,False,True,False,True,False,False,False,False,True
12484,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True
12485,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True
12486,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True
12487,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12488,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True
12489,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False
12490,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
12493,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
12494,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12495,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False
12496,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
12497,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True
12498,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False
12499,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False
12500,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True
12501,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False
12502,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False
12503,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12504,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True
12505,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False
12506,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False
12507,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True
12508,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True
12509,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12510,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True
12511,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True
12512,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12513,True,False,True,True,False,False,True,False,True,True,False,True,False,False,True
12514,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
12515,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False
12516,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12517,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
12518,True,False,True,False,False,False,False,False,True,True,False,True,False,False,True
12519,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
12520,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True
12521,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12522,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
12523,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12524,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12525,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True
12526,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True
12527,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
12528,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
12529,True,True,False,False,False,False,False,True,False,True,False,False,True,True,False
12530,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
12531,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False
12532,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True
12533,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False
12534,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True
12535,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
12536,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
12537,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True
12538,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True
12539,True,True,False,False,False,True,False,False,True,True,False,True,False,False,True
12540,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True
12541,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False
12542,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12544,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False
12545,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12546,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
12547,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True
12548,True,True,False,False,True,False,False,False,True,False,True,True,False,False,True
12549,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True
12550,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False
12551,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False
12552,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12554,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
12555,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
12556,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True
12557,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12558,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
12559,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
12561,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False
12562,True,True,False,False,True,False,False,True,False,False,True,False,True,False,True
12563,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True
12564,True,False,False,False,False,True,False,False,True,False,True,True,False,False,True
12565,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True
12566,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12567,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12568,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
12569,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True
12570,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
12571,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
12572,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True
12573,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False
12574,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False
12575,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True
12576,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True
12577,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True
12578,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12579,True,False,True,True,False,True,False,True,False,False,True,False,False,False,True
12580,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True
12581,True,True,False,False,True,False,False,True,False,False,True,False,True,False,True
12582,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True
12583,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True
12584,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True
12585,True,True,False,True,False,False,False,True,False,False,True,False,True,True,False
12586,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False
12587,True,False,True,True,False,False,True,True,False,True,False,False,False,False,True
12588,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
